date_key,full_date,y,m,d,day_suffix,year_month,wkd,wkd_name,month_name,q,year_quarter,day_year,w,iso_w,week_month,is_weekend,is_weekday,previous_weekday,next_weekday,is_holiday,holiday_name,is_workday,workday_id,workday_date,workday_number,pwd,nwd,first_workday_in_month,last_workday_in_month,first_day_year,first_day_quarter,first_day_month,first_day_week,last_day_year,last_day_quarter,last_day_month,last_day_week,previous_day,next_day,previous_year_month,next_year_month,previous_quarter,next_quarter,previous_year,next_year,is_today,is_report_day,is_current_week,is_current_month,is_current_quarter,is_current_year,created
20100118,2010-01-18,2010,1,18,th,2010-01,0,Monday,January,1,2010-Q1,18,4,3,4,0,1,2010-01-15,2010-01-19,0,,1,11,2010-01-18,11,2010-01-15,2010-01-19,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-18,2010-12-31,2010-03-31,2010-01-31,2010-01-24,2010-01-17,2010-01-19,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100119,2010-01-19,2010,1,19,th,2010-01,1,Tuesday,January,1,2010-Q1,19,4,3,4,0,1,2010-01-18,2010-01-20,0,,1,12,2010-01-19,12,2010-01-18,2010-01-20,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-18,2010-12-31,2010-03-31,2010-01-31,2010-01-24,2010-01-18,2010-01-20,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100120,2010-01-20,2010,1,20,th,2010-01,2,Wednesday,January,1,2010-Q1,20,4,3,4,0,1,2010-01-19,2010-01-21,0,,1,13,2010-01-20,13,2010-01-19,2010-01-21,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-18,2010-12-31,2010-03-31,2010-01-31,2010-01-24,2010-01-19,2010-01-21,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100121,2010-01-21,2010,1,21,st,2010-01,3,Thursday,January,1,2010-Q1,21,4,3,4,0,1,2010-01-20,2010-01-22,0,,1,14,2010-01-21,14,2010-01-20,2010-01-22,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-18,2010-12-31,2010-03-31,2010-01-31,2010-01-24,2010-01-20,2010-01-22,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100122,2010-01-22,2010,1,22,nd,2010-01,4,Friday,January,1,2010-Q1,22,4,3,4,0,1,2010-01-21,2010-01-25,0,,1,15,2010-01-22,15,2010-01-21,2010-01-25,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-18,2010-12-31,2010-03-31,2010-01-31,2010-01-24,2010-01-21,2010-01-23,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100123,2010-01-23,2010,1,23,rd,2010-01,5,Saturday,January,1,2010-Q1,23,4,3,4,1,0,2010-01-22,2010-01-25,0,,0,15,2010-01-22,15,2010-01-21,2010-01-25,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-18,2010-12-31,2010-03-31,2010-01-31,2010-01-24,2010-01-22,2010-01-24,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100124,2010-01-24,2010,1,24,th,2010-01,6,Sunday,January,1,2010-Q1,24,4,3,4,1,0,2010-01-22,2010-01-25,0,,0,15,2010-01-22,15,2010-01-21,2010-01-25,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-18,2010-12-31,2010-03-31,2010-01-31,2010-01-24,2010-01-23,2010-01-25,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100125,2010-01-25,2010,1,25,th,2010-01,0,Monday,January,1,2010-Q1,25,5,4,5,0,1,2010-01-22,2010-01-26,0,,1,16,2010-01-25,16,2010-01-22,2010-01-26,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-25,2010-12-31,2010-03-31,2010-01-31,2010-01-31,2010-01-24,2010-01-26,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100126,2010-01-26,2010,1,26,th,2010-01,1,Tuesday,January,1,2010-Q1,26,5,4,5,0,1,2010-01-25,2010-01-27,0,,1,17,2010-01-26,17,2010-01-25,2010-01-27,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-25,2010-12-31,2010-03-31,2010-01-31,2010-01-31,2010-01-25,2010-01-27,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100127,2010-01-27,2010,1,27,th,2010-01,2,Wednesday,January,1,2010-Q1,27,5,4,5,0,1,2010-01-26,2010-01-28,0,,1,18,2010-01-27,18,2010-01-26,2010-01-28,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-25,2010-12-31,2010-03-31,2010-01-31,2010-01-31,2010-01-26,2010-01-28,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100128,2010-01-28,2010,1,28,th,2010-01,3,Thursday,January,1,2010-Q1,28,5,4,5,0,1,2010-01-27,2010-01-29,0,,1,19,2010-01-28,19,2010-01-27,2010-01-29,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-25,2010-12-31,2010-03-31,2010-01-31,2010-01-31,2010-01-27,2010-01-29,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100129,2010-01-29,2010,1,29,th,2010-01,4,Friday,January,1,2010-Q1,29,5,4,5,0,1,2010-01-28,2010-02-01,0,,1,20,2010-01-29,20,2010-01-28,2010-02-01,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-25,2010-12-31,2010-03-31,2010-01-31,2010-01-31,2010-01-28,2010-01-30,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100130,2010-01-30,2010,1,30,th,2010-01,5,Saturday,January,1,2010-Q1,30,5,4,5,1,0,2010-01-29,2010-02-01,0,,0,20,2010-01-29,20,2010-01-28,2010-02-01,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-25,2010-12-31,2010-03-31,2010-01-31,2010-01-31,2010-01-29,2010-01-31,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100131,2010-01-31,2010,1,31,st,2010-01,6,Sunday,January,1,2010-Q1,31,5,4,5,1,0,2010-01-29,2010-02-01,0,,0,20,2010-01-29,20,2010-01-28,2010-02-01,2010-01-04,2010-01-29,2010-01-01,2010-01-01,2010-01-01,2010-01-25,2010-12-31,2010-03-31,2010-01-31,2010-01-31,2010-01-30,2010-02-01,2009-12,2010-02,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100201,2010-02-01,2010,2,1,st,2010-02,0,Monday,February,1,2010-Q1,32,6,5,1,0,1,2010-01-29,2010-02-02,0,,1,21,2010-02-01,1,2010-01-29,2010-02-02,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-01,2010-12-31,2010-03-31,2010-02-28,2010-02-07,2010-01-31,2010-02-02,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100202,2010-02-02,2010,2,2,nd,2010-02,1,Tuesday,February,1,2010-Q1,33,6,5,1,0,1,2010-02-01,2010-02-03,0,,1,22,2010-02-02,2,2010-02-01,2010-02-03,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-01,2010-12-31,2010-03-31,2010-02-28,2010-02-07,2010-02-01,2010-02-03,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100203,2010-02-03,2010,2,3,rd,2010-02,2,Wednesday,February,1,2010-Q1,34,6,5,1,0,1,2010-02-02,2010-02-04,0,,1,23,2010-02-03,3,2010-02-02,2010-02-04,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-01,2010-12-31,2010-03-31,2010-02-28,2010-02-07,2010-02-02,2010-02-04,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100204,2010-02-04,2010,2,4,th,2010-02,3,Thursday,February,1,2010-Q1,35,6,5,1,0,1,2010-02-03,2010-02-05,0,,1,24,2010-02-04,4,2010-02-03,2010-02-05,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-01,2010-12-31,2010-03-31,2010-02-28,2010-02-07,2010-02-03,2010-02-05,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100205,2010-02-05,2010,2,5,th,2010-02,4,Friday,February,1,2010-Q1,36,6,5,1,0,1,2010-02-04,2010-02-08,0,,1,25,2010-02-05,5,2010-02-04,2010-02-08,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-01,2010-12-31,2010-03-31,2010-02-28,2010-02-07,2010-02-04,2010-02-06,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100206,2010-02-06,2010,2,6,th,2010-02,5,Saturday,February,1,2010-Q1,37,6,5,1,1,0,2010-02-05,2010-02-08,0,,0,25,2010-02-05,5,2010-02-04,2010-02-08,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-01,2010-12-31,2010-03-31,2010-02-28,2010-02-07,2010-02-05,2010-02-07,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100207,2010-02-07,2010,2,7,th,2010-02,6,Sunday,February,1,2010-Q1,38,6,5,1,1,0,2010-02-05,2010-02-08,0,,0,25,2010-02-05,5,2010-02-04,2010-02-08,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-01,2010-12-31,2010-03-31,2010-02-28,2010-02-07,2010-02-06,2010-02-08,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100208,2010-02-08,2010,2,8,th,2010-02,0,Monday,February,1,2010-Q1,39,7,6,2,0,1,2010-02-05,2010-02-09,0,,1,26,2010-02-08,6,2010-02-05,2010-02-09,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-08,2010-12-31,2010-03-31,2010-02-28,2010-02-14,2010-02-07,2010-02-09,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100209,2010-02-09,2010,2,9,th,2010-02,1,Tuesday,February,1,2010-Q1,40,7,6,2,0,1,2010-02-08,2010-02-10,0,,1,27,2010-02-09,7,2010-02-08,2010-02-10,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-08,2010-12-31,2010-03-31,2010-02-28,2010-02-14,2010-02-08,2010-02-10,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100210,2010-02-10,2010,2,10,th,2010-02,2,Wednesday,February,1,2010-Q1,41,7,6,2,0,1,2010-02-09,2010-02-11,0,,1,28,2010-02-10,8,2010-02-09,2010-02-11,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-08,2010-12-31,2010-03-31,2010-02-28,2010-02-14,2010-02-09,2010-02-11,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100211,2010-02-11,2010,2,11,th,2010-02,3,Thursday,February,1,2010-Q1,42,7,6,2,0,1,2010-02-10,2010-02-12,0,,1,29,2010-02-11,9,2010-02-10,2010-02-12,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-08,2010-12-31,2010-03-31,2010-02-28,2010-02-14,2010-02-10,2010-02-12,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100212,2010-02-12,2010,2,12,th,2010-02,4,Friday,February,1,2010-Q1,43,7,6,2,0,1,2010-02-11,2010-02-15,0,,1,30,2010-02-12,10,2010-02-11,2010-02-15,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-08,2010-12-31,2010-03-31,2010-02-28,2010-02-14,2010-02-11,2010-02-13,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100213,2010-02-13,2010,2,13,th,2010-02,5,Saturday,February,1,2010-Q1,44,7,6,2,1,0,2010-02-12,2010-02-15,0,,0,30,2010-02-12,10,2010-02-11,2010-02-15,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-08,2010-12-31,2010-03-31,2010-02-28,2010-02-14,2010-02-12,2010-02-14,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100214,2010-02-14,2010,2,14,th,2010-02,6,Sunday,February,1,2010-Q1,45,7,6,2,1,0,2010-02-12,2010-02-15,0,,0,30,2010-02-12,10,2010-02-11,2010-02-15,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-08,2010-12-31,2010-03-31,2010-02-28,2010-02-14,2010-02-13,2010-02-15,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100215,2010-02-15,2010,2,15,th,2010-02,0,Monday,February,1,2010-Q1,46,8,7,3,0,1,2010-02-12,2010-02-16,0,,1,31,2010-02-15,11,2010-02-12,2010-02-16,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-15,2010-12-31,2010-03-31,2010-02-28,2010-02-21,2010-02-14,2010-02-16,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100216,2010-02-16,2010,2,16,th,2010-02,1,Tuesday,February,1,2010-Q1,47,8,7,3,0,1,2010-02-15,2010-02-17,0,,1,32,2010-02-16,12,2010-02-15,2010-02-17,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-15,2010-12-31,2010-03-31,2010-02-28,2010-02-21,2010-02-15,2010-02-17,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100217,2010-02-17,2010,2,17,th,2010-02,2,Wednesday,February,1,2010-Q1,48,8,7,3,0,1,2010-02-16,2010-02-18,0,,1,33,2010-02-17,13,2010-02-16,2010-02-18,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-15,2010-12-31,2010-03-31,2010-02-28,2010-02-21,2010-02-16,2010-02-18,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100218,2010-02-18,2010,2,18,th,2010-02,3,Thursday,February,1,2010-Q1,49,8,7,3,0,1,2010-02-17,2010-02-19,0,,1,34,2010-02-18,14,2010-02-17,2010-02-19,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-15,2010-12-31,2010-03-31,2010-02-28,2010-02-21,2010-02-17,2010-02-19,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100219,2010-02-19,2010,2,19,th,2010-02,4,Friday,February,1,2010-Q1,50,8,7,3,0,1,2010-02-18,2010-02-22,0,,1,35,2010-02-19,15,2010-02-18,2010-02-22,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-15,2010-12-31,2010-03-31,2010-02-28,2010-02-21,2010-02-18,2010-02-20,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100220,2010-02-20,2010,2,20,th,2010-02,5,Saturday,February,1,2010-Q1,51,8,7,3,1,0,2010-02-19,2010-02-22,0,,0,35,2010-02-19,15,2010-02-18,2010-02-22,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-15,2010-12-31,2010-03-31,2010-02-28,2010-02-21,2010-02-19,2010-02-21,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100221,2010-02-21,2010,2,21,st,2010-02,6,Sunday,February,1,2010-Q1,52,8,7,3,1,0,2010-02-19,2010-02-22,0,,0,35,2010-02-19,15,2010-02-18,2010-02-22,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-15,2010-12-31,2010-03-31,2010-02-28,2010-02-21,2010-02-20,2010-02-22,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100222,2010-02-22,2010,2,22,nd,2010-02,0,Monday,February,1,2010-Q1,53,9,8,4,0,1,2010-02-19,2010-02-23,0,,1,36,2010-02-22,16,2010-02-19,2010-02-23,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-22,2010-12-31,2010-03-31,2010-02-28,2010-02-28,2010-02-21,2010-02-23,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100223,2010-02-23,2010,2,23,rd,2010-02,1,Tuesday,February,1,2010-Q1,54,9,8,4,0,1,2010-02-22,2010-02-24,0,,1,37,2010-02-23,17,2010-02-22,2010-02-24,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-22,2010-12-31,2010-03-31,2010-02-28,2010-02-28,2010-02-22,2010-02-24,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100224,2010-02-24,2010,2,24,th,2010-02,2,Wednesday,February,1,2010-Q1,55,9,8,4,0,1,2010-02-23,2010-02-25,0,,1,38,2010-02-24,18,2010-02-23,2010-02-25,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-22,2010-12-31,2010-03-31,2010-02-28,2010-02-28,2010-02-23,2010-02-25,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100225,2010-02-25,2010,2,25,th,2010-02,3,Thursday,February,1,2010-Q1,56,9,8,4,0,1,2010-02-24,2010-02-26,0,,1,39,2010-02-25,19,2010-02-24,2010-02-26,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-22,2010-12-31,2010-03-31,2010-02-28,2010-02-28,2010-02-24,2010-02-26,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100226,2010-02-26,2010,2,26,th,2010-02,4,Friday,February,1,2010-Q1,57,9,8,4,0,1,2010-02-25,2010-03-01,0,,1,40,2010-02-26,20,2010-02-25,2010-03-01,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-22,2010-12-31,2010-03-31,2010-02-28,2010-02-28,2010-02-25,2010-02-27,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20100227,2010-02-27,2010,2,27,th,2010-02,5,Saturday,February,1,2010-Q1,58,9,8,4,1,0,2010-02-26,2010-03-01,0,,0,40,2010-02-26,20,2010-02-25,2010-03-01,2010-02-01,2010-02-26,2010-01-01,2010-01-01,2010-02-01,2010-02-22,2010-12-31,2010-03-31,2010-02-28,2010-02-28,2010-02-26,2010-02-28,2010-01,2010-03,4,2,2009,2011,0,0,0,0,0,0,2025-04-16 11:40:18.743739
